"ADDRESSID","PATID","ADDRESS_STREET","ADDRESS_DETAIL","ADDRESS_CITY","ADDRESS_STATE","ADDRESS_ZIP5","ADDRESS_TYPE","ADDRESS_PREFERRED","ADDRESS_PERIOD_END","ADDRESS_PERIOD_START","ADDRESS_USE","ADDRESS_ZIP9","RAW_ADDRESS_TEXT"
"12788","54108","74999 Ashley Causeway","","East Rebecca","MD","74869","PH","UN","","","HO","",""
"20172","45961","2577 Todd Points Apt. 053","","Ellisfurt","MD","37359","PH","UN","","","HO","",""
"20172","45961","62665 Kristen Junction Suite 819","","Theodoreville","MD","45244","PH","UN","","","HO","",""
"20172","45961","4199 Victor Port Apt. 496","","Allenview","MD","49678","PH","UN","","","HO","",""
"12789","50437","830 Simmons Way","","Saundersborough","MD","31901","PH","UN","","","HO","",""
"12790","65318","425 Emily Haven","","South Todd","MD","15239","PH","UN","","","HO","",""
"12790","65636","285 Wright Hills Suite 208","","North Josephville","MD","96531","PH","UN","","","HO","",""
"20173","46098","555 Haynes Lake Apt. 214","","Lake Carlos","MD","48006","PH","UN","","","HO","",""
"20174","45097","554 Howard Fork Suite 607","","Lake Lauren","MD","18283","PH","UN","","","HO","",""
"20174","45097","05599 Ross Mission","","South Meganburgh","MD","87064","PH","UN","","","HO","",""
"12791","68298","6254 Joseph Plaza Suite 423","","North Daniel","MD","79712","PH","UN","","","HO","212157004.0",""
"12792","64596","250 Choi Crest","","West Timothymouth","MD","46369","PH","UN","","","HO","",""
"12792","64596","07946 Kaitlin Drive Suite 692","","Wolfebury","MD","04659","PH","UN","","","HO","",""
"12792","64596","46665 White Course Suite 964","","Karentown","MD","99216","PH","UN","","","HO","",""
"12793","66537","9537 Greene Rest Suite 026","","Lewischester","MD","34943","PH","UN","","","HO","212191340.0",""
"12793","66537","6033 Smith Trace","","Michealshire","MD","75524","PH","UN","","","HO","212191340.0",""
"12793","66537","755 Rachel Ridges","","Port Christineborough","MD","74928","PH","UN","","","HO","212191340.0",""
"20175","51984","525 Johnson Drive Suite 669","","Port Jennifer","MD","19102","PH","UN","","","HO","",""
"12794","57050","655 Grant Junction Apt. 787","","New Anneburgh","MD","44949","PH","UN","","","HO","",""
"12794","57050","220 Patricia Center","","Sandersview","MD","79614","PH","UN","","","HO","",""
"20176","52511","662 Sutton Groves Apt. 020","","Cookborough","MD","21776","PH","UN","","","HO","",""
"12795","57156","602 Martin Squares Apt. 865","","Port Amberfort","MD","92079","PH","UN","","","HO","",""
"12796","59868","564 Anderson Villages","","Hopkinsport","MD","35230","PH","UN","","","HO","",""
"12797","56271","980 Norman Flats Apt. 941","","Salasshire","MD","06370","PH","UN","","","HO","",""
"12797","56271","7218 Regina Harbors","","Lake Ryan","MD","81578","PH","UN","","","HO","",""
"20177","51108","732 Ashley Shores Suite 078","","New Ryanmouth","MD","16335","PH","UN","","","HO","",""
"20177","51108","78694 Melinda Trafficway Apt. 730","","Heidifort","MD","33430","PH","UN","","","HO","",""
"12798","61208","82264 Derrick Brooks Apt. 167","","South Lisaport","MD","11353","PH","UN","","","HO","",""
"12798","61208","655 James Port","","Port Sandra","MD","83277","PH","UN","","","HO","",""
"12799","45645","23072 Wise Manors Suite 710","","Lake Michele","MD","08753","PH","UN","","","HO","",""
"12799","45645","653 Donna Dale","","Jeffreyburgh","MD","03869","PH","UN","","","HO","",""
"12800","59689","0498 Susan Squares Suite 858","","Davidtown","MD","49162","PH","UN","","","HO","",""
"20178","48102","647 Jennifer Vista","","Lawsonville","MD","95156","PH","UN","","","HO","",""
"20179","50441","168 Jason Island","","West Jasonmouth","MD","74867","PH","UN","","","HO","",""
"20180","48421","085 Diana Vista","","Port Samanthashire","MD","82769","PH","UN","","","HO","",""
"12801","59970","74240 Carter Terrace Suite 873","","Port Jocelynberg","MD","81005","PH","UN","","","HO","",""
"12801","59970","34191 Mark Plains Suite 900","","Richmondmouth","MD","95458","PH","UN","","","HO","",""
"12802","56062","0850 Luis Village Suite 575","","Andrewbury","MD","92798","PH","UN","","","HO","",""
"12802","56062","5949 Jocelyn Centers Apt. 247","","West Jeffrey","MD","17251","PH","UN","","","HO","",""
"12802","56062","60683 Karen Locks","","Port Tammy","MD","50169","PH","UN","","","HO","",""
"12802","56062","06574 Decker Gateway","","New Joannmouth","MD","82926","PH","UN","","","HO","",""
"12802","56062","16277 Schmitt Mountain","","Huntshire","MD","81615","PH","UN","","","HO","",""
"12802","56062","27543 Davis Summit Suite 607","","Smithmouth","MD","13940","PH","UN","","","HO","",""
"12803","51716","4337 Sylvia Fords Apt. 844","","Lopeztown","MD","36354","PH","UN","","","HO","",""
"12803","51716","279 Scott Lock Suite 662","","Lake Alantown","MD","64874","PH","UN","","","HO","",""
"12803","51716","3886 Matthew Hills Apt. 655","","West Erinport","MD","88197","PH","UN","","","HO","",""
"12803","51716","31494 Roy Extensions","","East Lisa","MD","04112","PH","UN","","","HO","",""
"12804","18831","34184 John Extensions","","Martinezside","MD","50363","PH","UN","","","HO","",""
"12804","18831","833 Charles Roads","","Fosterburgh","MD","57532","PH","UN","","","HO","",""
"12804","18831","9814 Randall Views","","Port Mark","MD","24219","PH","UN","","","HO","",""
"12805","57623","70888 Gerald Course","","Lauriemouth","MD","91578","PH","UN","","","HO","",""
"12805","57623","4746 Clark Spur Suite 035","","Dunnville","MD","11566","PH","UN","","","HO","",""
"12805","57623","936 Brian Mountain","","Juliamouth","MD","95864","PH","UN","","","HO","",""
"12805","57623","7186 Sharon Summit","","West Rebecca","MD","05203","PH","UN","","","HO","",""
"20181","55166","43319 Roberts Lakes Suite 564","","Lambfort","MD","71115","PH","UN","","","HO","",""
"12806","44469","42866 Dylan Fall Apt. 791","","East Elizabethhaven","MD","38979","PH","UN","","","HO","",""
"12806","44469","862 Sergio Hills","","East Dale","MD","94453","PH","UN","","","HO","",""
"12807","56198","5752 Shari Curve","","Kingfort","MD","34384","PH","UN","","","HO","",""
"12808","70267","3014 David Inlet","","East Wesley","MD","44789","PH","UN","","","HO","",""
"20182","46893","653 Patty Burg","","South Sharihaven","MD","01867","PH","UN","","","HO","",""
"12809","65832","3055 Ian Village Suite 847","","West James","MD","24471","PH","UN","","","HO","",""
"12809","65832","7649 Zachary Ports","","East Davidport","MD","55307","PH","UN","","","HO","",""
"12809","65832","17610 Sheila Estate Apt. 757","","Melendezside","MD","89979","PH","UN","","","HO","",""
"12809","65832","220 Charles Cliffs","","Greenchester","MD","36169","PH","UN","","","HO","",""
"20183","48171","6946 Nelson Court","","South Charles","MD","82939","PH","UN","","","HO","",""
"20184","50484","4111 Michele Passage","","South Anne","MD","18352","PH","UN","","","HO","",""
"20184","50484","459 Thomas Via Apt. 692","","Port Victorbury","MD","53856","PH","UN","","","HO","",""
"20184","50484","023 James Flat","","Port Michael","MD","06343","PH","UN","","","HO","",""
"12810","59028","9103 Mann Rest","","Ericchester","MD","11212","PH","UN","","","HO","",""
"20185","51718","80557 Kristin Trafficway","","East Josephburgh","MD","68339","PH","UN","","","HO","",""
"12811","66109","000 Kelsey Island","","Hendersonview","MD","14946","PH","UN","","","HO","",""
"20186","35808","999 Wong Wall","","Joanmouth","MD","93622","PH","UN","","","HO","",""
"12812","58628","59372 White Circle","","East Joseburgh","MD","46511","PH","UN","","","HO","",""
"12813","60315","39567 Ricky Run","","Fieldsview","MD","17365","PH","UN","","","HO","",""
"12813","60315","00052 Michelle Views","","Whiteton","MD","26865","PH","UN","","","HO","",""
"12813","60316","5392 Donna Court Suite 404","","Whitakerport","MD","55976","PH","UN","","","HO","",""
"12813","60316","4942 Daniel Squares Apt. 218","","East Samuel","MD","29048","PH","UN","","","HO","",""
"20187","51844","198 Amber Fall Suite 405","","Port Aaron","MD","36414","PH","UN","","","HO","",""
"12814","58852","62711 Kelly Club Suite 396","","West Kennethborough","MD","99116","PH","UN","","","HO","",""
"20188","71804","123 John Shores Apt. 038","","North Peterhaven","MD","32866","PH","UN","","","HO","212231003.0",""
"20189","50863","380 Troy Squares","","New Samuelberg","MD","50610","PH","UN","","","HO","",""
"20190","51514","84128 Brent Terrace","","Lake Amanda","MD","66972","PH","UN","","","HO","",""
"20190","51514","004 Pitts Ville","","Lake Kevinchester","MD","42010","PH","UN","","","HO","",""
"20190","51514","564 Anthony Shore","","New Brittany","MD","59661","PH","UN","","","HO","",""
"12815","71372","9550 Hutchinson Meadows Apt. 502","","Michaelport","MD","08075","PH","UN","","","HO","211222946.0",""
"12816","20858","3798 Yolanda Mews","","Davismouth","MD","19490","PH","UN","","","HO","",""
"20191","46811","54605 Ortiz Valley","","Reedstad","MD","55349","PH","UN","","","HO","",""
"12817","59448","823 Norman Station Apt. 907","","Mckayfort","MD","62763","PH","UN","","","HO","",""
"12818","60903","9802 Shelby Fords Apt. 445","","South Johnmouth","MD","35825","PH","UN","","","HO","",""
"12819","68096","549 Smith Stravenue","","Johnstad","MD","68193","PH","UN","","","HO","212282049.0",""
"12819","68096","838 Charles Locks Apt. 842","","Lake Rebecca","MD","24695","PH","UN","","","HO","212282049.0",""
"12820","26726","2007 Jimenez Tunnel Apt. 356","","Mendozaborough","MD","29138","PH","UN","","","HO","",""
"12820","26726","9209 Ryan Station Suite 892","","New Prestonchester","MD","68373","PH","UN","","","HO","",""
"12820","26726","416 Jennifer Orchard","","South Markchester","MD","38546","PH","UN","","","HO","",""
"12821","59435","7991 Catherine Run Suite 645","","Briannashire","MD","67132","PH","UN","","","HO","",""
"12821","59435","10509 Lance River Suite 497","","Frederickville","MD","11878","PH","UN","","","HO","",""
"12821","59435","783 Fleming Groves Apt. 289","","Powelltown","MD","11306","PH","UN","","","HO","",""
"12821","59435","53850 Vasquez Causeway","","Kingtown","MD","91993","PH","UN","","","HO","",""
"12822","66989","2081 Steven Common","","Palmermouth","MD","66340","PH","UN","","","HO","211289145.0",""
"12823","59313","678 Rubio Park Suite 673","","Christineborough","MD","11947","PH","UN","","","HO","",""
"12824","67556","7810 Freeman Cape Suite 021","","Francisfort","MD","20891","PH","UN","","","HO","212142555.0",""
"12824","67556","833 Martin Ports Suite 644","","Lake Stephanie","MD","68873","PH","UN","","","HO","212142555.0",""
"12824","67556","1889 Emily Ports","","South Rachel","MD","54078","PH","UN","","","HO","212142555.0",""
"12825","57885","3613 Blake Mount","","Kathyborough","MD","66779","PH","UN","","","HO","",""
"12825","57885","1190 Cox Crossing","","Lake Gregory","MD","05758","PH","UN","","","HO","",""
"20192","28848","27197 Lori Expressway Apt. 044","","Hallfurt","MD","57926","PH","UN","","","HO","",""
"20192","28848","79440 Shelley Street","","Vegamouth","MD","74647","PH","UN","","","HO","",""
"20192","28848","20697 David Burg Suite 173","","Maryville","MD","29855","PH","UN","","","HO","",""
"20193","47031","13333 Bonilla Spur Apt. 489","","New Mikefort","MD","10832","PH","UN","","","HO","",""
"20193","47031","1477 Jeffrey Mews","","South Josephtown","MD","46267","PH","UN","","","HO","",""
"20193","47031","7279 Good Circle","","Maryton","MD","07999","PH","UN","","","HO","",""
"20193","47031","4823 James Garden","","Port Martin","MD","99577","PH","UN","","","HO","",""
"20193","47031","1399 Shawn Fort Apt. 569","","New Breannaside","MD","26435","PH","UN","","","HO","",""
"20194","48420","09139 Jodi Stravenue","","Moonland","MD","68124","PH","UN","","","HO","",""
"12826","63557","2841 Sullivan Forges","","Masonfort","MD","75474","PH","UN","","","HO","",""
"12826","63557","1962 Elizabeth Isle Suite 088","","Reginamouth","MD","15394","PH","UN","","","HO","",""
"20195","47849","68925 Donald Pike","","East Douglasport","MD","06209","PH","UN","","","HO","",""
"20195","47849","0585 Phillips Unions","","Mclaughlinmouth","MD","24141","PH","UN","","","HO","",""
"20195","47849","5839 Benson Junctions Apt. 618","","East Robert","MD","32459","PH","UN","","","HO","",""
"12827","41496","76089 Carrie Canyon Apt. 518","","Ashleyport","MD","23236","PH","UN","","","HO","",""
"12827","41496","71500 Perkins Crest Suite 088","","Lake Amyton","MD","34155","PH","UN","","","HO","",""
"12827","41496","74552 Anderson Coves","","Janetside","MD","95066","PH","UN","","","HO","",""
"12827","41496","2266 Oconnell Plain","","Scottshire","MD","71000","PH","UN","","","HO","",""
"12828","59787","770 Underwood Forest Suite 103","","Andrewhaven","MD","46045","PH","UN","","","HO","",""
"12829","63048","3175 Fisher Common","","North Edward","MD","95520","PH","UN","","","HO","",""
"12829","63048","108 Rodriguez Fort","","Wallsland","MD","89227","PH","UN","","","HO","",""
"12830","68683","24144 Kelly Courts Suite 313","","North Helen","MD","83608","PH","UN","","","HO","",""
"20196","33726","84237 Miller Drives","","West Sarah","MD","61846","PH","UN","","","HO","",""
"20196","33726","08193 Bryant Brooks","","South Daniel","MD","56247","PH","UN","","","HO","",""
"12831","44157","645 Robert Courts","","East Timothy","MD","03547","PH","UN","","","HO","",""
"12831","44157","774 Malone Mountain","","Kochview","MD","27482","PH","UN","","","HO","",""
"12831","44157","35576 Joseph Lakes","","Port Stanleychester","MD","47166","PH","UN","","","HO","",""
"12831","44157","983 Martin Spring Apt. 770","","Lake Ginatown","MD","60988","PH","UN","","","HO","",""
"12831","44157","094 Amanda Creek Suite 208","","East Catherinefurt","MD","82381","PH","UN","","","HO","",""
"20197","49917","740 Newton Avenue","","Lisaside","MD","34917","PH","UN","","","HO","",""
"12832","62165","004 Candace Valleys Apt. 793","","North Joanna","MD","66653","PH","UN","","","HO","",""
"12833","60937","14419 Sims Trace Apt. 144","","Jessicaville","MD","00903","PH","UN","","","HO","",""
"12833","60937","69783 Morales Place Suite 824","","Port Francisco","MD","86955","PH","UN","","","HO","",""
"12834","66388","5005 Travis Burgs","","Barrymouth","MD","90214","PH","UN","","","HO","",""
"20198","41260","299 Jonathan Squares Suite 524","","Port David","MD","46333","PH","UN","","","HO","",""
"12835","60710","7752 Michael Mill Apt. 119","","Allenview","MD","27645","PH","UN","","","HO","",""
"12835","60710","1668 Angela Fords","","Tamarabury","MD","63858","PH","UN","","","HO","",""
"20199","28972","935 Smith Burgs Suite 338","","South Jonathanburgh","MD","96871","PH","UN","","","HO","",""
"12836","64428","318 Campbell Mountains","","South Wesley","MD","98551","PH","UN","","","HO","",""
"12837","53801","897 Jeremy Passage Suite 769","","Michaelhaven","MD","06636","PH","UN","","","HO","",""
"12837","53801","788 Pierce Curve","","Reginachester","MD","11292","PH","UN","","","HO","",""
"12837","53801","561 Heather Shores Apt. 625","","West Ryan","MD","57007","PH","UN","","","HO","",""
"12838","54912","73364 Amber Pike","","Elizabethport","MD","92884","PH","UN","","","HO","",""
"12838","54912","7546 Richard Ridges Apt. 123","","Walkershire","MD","77857","PH","UN","","","HO","",""
"12839","63406","9576 Michael Flats Apt. 116","","Port Sylviahaven","MD","12344","PH","UN","","","HO","",""
"20200","44551","0085 Burns Park","","Richardland","MD","64297","PH","UN","","","HO","",""
"20200","44551","483 Chavez Canyon Suite 227","","Melodyberg","MD","06764","PH","UN","","","HO","",""
"12840","61567","13636 Kim Locks","","Elizabethburgh","MD","23851","PH","UN","","","HO","",""
"20201","50361","3270 Ryan Hills","","West Marcshire","MD","22991","PH","UN","","","HO","",""
"20202","50559","9561 Davenport Isle","","Jamiefurt","MD","30740","PH","UN","","","HO","",""
"12841","67003","97946 Hall Lights Suite 419","","New Luis","MD","84436","PH","UN","","","HO","212222205.0",""
"20203","52141","836 White Skyway Apt. 151","","Port Donaldburgh","MD","90698","PH","UN","","","HO","",""
"12842","61795","4728 Kathryn Track","","Stephanieburgh","MD","30608","PH","UN","","","HO","",""
"12843","59209","75147 Robert Parkways Suite 141","","Reedbury","MD","77526","PH","UN","","","HO","",""
"12844","68781","6851 Gomez Avenue Suite 504","","Fletcherville","MD","90356","PH","UN","","","HO","207481675.0",""
"20204","321","2720 Bailey Forges Suite 467","","North Briannafurt","MD","90142","PH","UN","","","HO","",""
